"quartet" "cluster" "phylo" "mutual" "shared" "clusterNorm"
"mb49" 0.902721123560696 0.245559732001062 0.885345926287894 0.239695176501674 0.119578992306857 0.0998319979724842
"mb50" 0.835901154008821 0.233685176326684 0.789468222557251 0.220476188220514 0.106386742289068 0.0849106546464865
"mb51" 0.796305666668442 0.26366021098462 0.281372319653367 0.231341397787083 0.151850471611622 0.203221571754153
"mb52" 0.714281588614468 0.239844627624806 0.187610756349249 0.196880158538052 0.108485986054587 0.177362769798314
"mb53" 0.828021507052131 0.18823523560276 0.8645510813531 0.182189618316822 0.0864325859408576 0.0314346979092725
"mb54" 0.972289156626506 0.279134257731398 0.947935862234632 0.276238112001602 0.138742586818071 0.13989178140088
"mb55" 0.740752150524894 0.22867877131719 0.406242362426204 0.188016236996959 0.124519792811019 0.13102932383971
"mb56" 0.801163653736233 0.266376739045523 0.386439637658828 0.233074959324895 0.158541297729026 0.19418392949307
"mb57" 0.820695335019707 0.234074266062878 0.77892589313202 0.222829869450375 0.105959767480356 0.0856195898037767
"mb58" 0.761182288154642 0.234683825783119 0.604240260526291 0.212946967433499 0.130240548474517 0.118835027757358
"mb59" 0.670356494096276 0.199474736111864 0.354330131339876 0.169888050504902 0.104362602652685 0.111305688642182
"mb60" 0.672280556571659 0.225988276839737 0.0313512257131066 0.184180223170617 0.0993825581775355 0.183212220242556
"mb61" 0.82535 0.251380855692343 0.770897253718145 0.236813364702624 0.115826166717672 0.10677753031613
"mb62" 0.791917825070734 0.25107926962792 0.673705127252977 0.226047427256548 0.106604634432782 0.105881112687313
"mb63" 0.809981464955035 0.213837075848822 0.797766107744472 0.201346698025135 0.0972445057718586 0.0608489059985221
"mb64" 0.64002031113282 0.210940524656894 0 0.170469525717171 0.0921525196907471 0.170138987258805
"mb65" 0.852143437626981 0.255926761633868 0.768444265866561 0.240321944120498 0.116016879120956 0.111710143656688
"mb66" 0.833975080465217 0.260493982677897 0.572849363840795 0.230597803150286 0.141380449589147 0.148552165523377
"mb67" 0.856851696439276 0.243556479586685 0.810521722772831 0.230748657320291 0.112524331695694 0.096892729238632
"mb68" 0.755711783253533 0.257073256740756 0.250212136765493 0.210321751725968 0.127633475664151 0.184224684084104
"mb69" 0.744645692427547 0.246009825992452 0.228348091713705 0.209269775973309 0.124612123854844 0.183856686320101
"mb70" 0.664611632397276 0.224010974338963 0.135611761548803 0.182376507209476 0.107521297676945 0.171242754352255
"mb71" 0.699193051819684 0.214645832429368 0.416731869808669 0.186131171784661 0.120741215822026 0.115219811615225
"mb72" 0.729270252078946 0.229102192986711 0.518530576448576 0.19984440311437 0.119445134267812 0.112192739875191
"mb73" 0.618022173714362 0.189759418099098 0.0417939058075447 0.149488228158902 0.0831443530399773 0.134677446309214
"mb74" 0.628681635404943 0.192277313428006 0.0625262255979634 0.14753191552796 0.0879249822755428 0.13064512767997
"mb75" 0.742037156238208 0.243878912527389 0.365544706362628 0.196431101290267 0.125844687111868 0.147970391557845
"mb76" 0.906136140188537 0.227893357346842 0.873663852362027 0.21955590597443 0.107499188525263 0.0782115218233182
"mb77" 0.798114091403883 0.263451834942097 0.354350196685554 0.233223632487678 0.169570404983669 0.197815309682079
"mb78" 0.828770384478038 0.232895253511176 0.760372622688083 0.217711607768836 0.103178319745957 0.0847212479469076
"mb79" 0.59744289482656 0.178367844679435 0.0313362994565747 0.142044894706094 0.0817388057070341 0.127317542779757
"mb80" 0.727058898543743 0.247906080312658 0.210546109861885 0.204039063571954 0.112855311477056 0.180857466731446
"mb81" 0.899288816762923 0.262006150832579 0.833384489093705 0.25242024737114 0.124501931839706 0.119455208196061
"mb82" 0.810667898450748 0.266500110825987 0.432226783173792 0.233166366414154 0.159377322661515 0.185323002679658
"mb83" 0.768173165056758 0.234444044276607 0.656294530291629 0.212412546637096 0.0996272754097815 0.0865692032430569
"mb84" 0.865163981921428 0.257138789192287 0.760371455536775 0.239097140002693 0.115654494222964 0.113647666646737
"mb85" 0.823089157077369 0.267790930349553 0.544205995521127 0.239364223229216 0.167104176179344 0.174929275994628
"mb86" 0.853768650553323 0.256515005286086 0.739525260316392 0.237542762424622 0.115305750765412 0.112903392598334
"mb87" 0.7947121609564 0.251149891666248 0.406022792012357 0.215619612842234 0.147074390922623 0.16867229385919
"mb88" 0.654047706539279 0.198610589224874 0.248246866717117 0.16069630461871 0.101558092704328 0.110250606185737
"mb89" 0.653347366383586 0.206370826928441 0.331297973958684 0.169207183461661 0.105052732890118 0.105749663233694
"mb90" 0.600228083728801 0.179972506161242 0.0313402044608521 0.142162452719797 0.0805186219582117 0.126816488657138
"mb91" 0.691166183070861 0.232501667979111 0.177184970438747 0.188470079039445 0.104427302927786 0.173872884023433
"mb92" 0.761086306948627 0.244169177414462 0.208549430318429 0.212645671477159 0.11172633568169 0.186488894019157
"mb93" 0.705526526385162 0.201505875823003 0.523232727109298 0.174607241800205 0.0956248575637319 0.0803361935816552
"mb94" 0.620807998518793 0.201423555163124 0.0938861778452665 0.162033152288164 0.0971241816466679 0.151798894766745
