"quartet" "cluster" "phylo" "mutual" "shared"
"mb49" 0.742468802747864 0.0560536848824828 0.437045039091575 0.187037652681873 0.113148907094728
"mb50" 0.817064505597911 0.0626744052092641 0.528708747370624 0.241587261538548 0.162377641807448
"mb51" 0.957006753497347 0.034016700096279 0.916619276904838 0.218940904926002 0.107546952995593
"mb52" 0.774805698578146 0.0735053572884916 0.312722183927401 0.213298105348327 0.141166397539054
"mb53" 0.695899920413246 0.0984778102511106 0.0303428199539057 0.182432437476768 0.0874124161909607
"mb54" 0.784071869885377 0.08165620886395 0.331577775162734 0.213023030674888 0.14820985972931
"mb55" 0.785190826175507 0.0754344001606229 0.331324223438968 0.207943009509997 0.14328215606174
"mb56" 0.771817719935905 0.0592218185010372 0.457905159604533 0.216490360573637 0.146825128037333
"mb57" 0.674627085661946 0.0792412576445482 0.0517162631587839 0.163839673068551 0.0947455433234247
"mb58" 0.882197843589623 0.0408246112617804 0.819116132443305 0.261044251494998 0.127848024322913
"mb59" 0.901829540383757 0.0406421104714262 0.81243307542008 0.256837767096336 0.124449333089413
"mb60" 0.91158469139444 0.0310893740681781 0.882908118067432 0.203288766031344 0.099228686825198
"mb61" 0.653519378517773 0.0766442027530631 0.0104956541178107 0.15114324666112 0.0705856219759222
"mb62" 0.857694363603967 0.0364206539699346 0.765881264111834 0.225143106514458 0.108302184798057
"mb63" 0.841751181865934 0.0453405459774035 0.644014211846915 0.209781517416059 0.131074420549645
"mb64" 0.828220237733633 0.047526227460731 0.625956208854237 0.219630146147958 0.131946400685687
"mb65" 0.757360061496072 0.0579837807916682 0.427716214659157 0.216019409204787 0.144830832711735
"mb66" 0.806314390162845 0.0319471093003306 0.789441328517505 0.201921540254557 0.0947088045228635
"mb67" 0.987078527062999 0.0367089575340019 0.968764340981411 0.238526116240771 0.120241130302274
"mb68" 0.785983290766633 0.0463898207210469 0.559163050433631 0.213477028522537 0.127889445991417
"mb69" 0.727033819200115 0.0766551510775054 0.146151568562287 0.19536428370316 0.1046003412073
"mb70" 0.856217473148046 0.0382899770227679 0.770664476917788 0.236373496178464 0.116268531344767
"mb71" 0.758759400687926 0.0360095482518503 0.677342414081496 0.222503336277404 0.104758932128431
"mb72" 0.844697378357967 0.0383953026134239 0.782655732120031 0.242331362947602 0.118338974273999
"mb73" 0.768924523698627 0.0531022344494012 0.49983449574142 0.200596161176794 0.125709484221637
"mb74" 0.795102628736046 0.0303916993391865 0.757774281641244 0.187667333849909 0.0877781524849664
"mb75" 0.64731825091657 0.0898014228871409 0 0.153240208801391 0.0733194045913829
"mb76" 0.748550273117174 0.0698513316124669 0.343348338762085 0.205241785144285 0.137450195931655
"mb77" 0.73380810076386 0.0710374438351093 0.280780405201305 0.195537845138912 0.117189064866125
"mb78" 0.858414431521481 0.03432762673527 0.820857116434225 0.219767169083873 0.10691540374936
"mb79" 0.688707459817246 0.0717923021529713 0.176746186081625 0.175170126668176 0.103177349844893
"mb80" 0.665776681123046 0.0781011617331117 0.041686723520537 0.159613844960206 0.0812445212828675
"mb81" 0.644765964423313 0.0702763550918465 0.1034206013961 0.154811592360517 0.08481015043808
"mb82" 0.831011579380474 0.0341048354326071 0.757785962729011 0.213256551797964 0.102662689275561
"mb83" 0.842837680031141 0.0398937219066565 0.74990921014187 0.243918858831022 0.117144328090789
"mb84" 0.677437588318417 0.0733263799683017 0.103151545331964 0.163592454140874 0.0992070800269647
"mb85" 0.922689540675152 0.0386736575330914 0.840459009663575 0.244485061820581 0.119278027787381
"mb86" 0.78214366938497 0.0681763071072982 0.321275664114533 0.215292522543895 0.136617100461912
"mb87" 0.707930485686604 0.0710032985375234 0.241675207045444 0.183796846658103 0.110312466525916
"mb88" 0.754079909960608 0.0298785716256565 0.701955792413786 0.18489992156294 0.0842954293266651
"mb89" 0.685052496348579 0.0520611559531287 0.299593642785757 0.166009950093569 0.104252604014684
"mb90" 0.608377869484446 0.0709829160920876 0 0.133588344531846 0.0596277815982268
"mb91" 0.780923157007925 0.0599535854969218 0.41401222497373 0.194877116072217 0.132323421033722
"mb92" 0.743858337347492 0.0736056403328661 0.228830217572401 0.202933691560508 0.116816404907059
"mb93" 0.760169990527636 0.0816563836536477 0.24839685259434 0.2019744811658 0.115368738800283
"mb94" 0.69057936039371 0.0942606492471655 0.0302951418048634 0.178738701982368 0.0826987213479994
"mb95" 0.73586666953893 0.0731717653303753 0.188238385935538 0.196466210136625 0.105126532875629
"mb96" 0.721743295019157 0.030264794085092 0.687386512677337 0.187186756068967 0.0841662492967301
"mb97" 0.684663186192387 0.0730317777519157 0.104148001928032 0.174983506385319 0.0743171249403855
"mb98" 0.623881104267993 0.0702496987471613 0.0622889044496171 0.144218137282456 0.0698841278266787
"mb99" 0.857199293548987 0.0546133633286854 0.634061715377527 0.209841574480942 0.148816831356407
"mb100" 0.757912397470242 0.0575053552030792 0.425670748027835 0.190939278207174 0.129073121226914
"mb101" 0.706409809419518 0.0635951444548032 0.228928791033063 0.177783490938431 0.1092474521916
"mb102" 0.638732808044666 0.0865156084898957 0 0.150267869422234 0.0655430909496768
"mb103" 0.671454428460152 0.0649030711425591 0.144616479250452 0.162888907460568 0.0987648741668346
"mb104" 0.708151927298593 0.0477409567904052 0.370810905577531 0.177302203676007 0.107091743319505
"mb105" 0.692292233124483 0.0480326309510656 0.367904896171822 0.172537133164504 0.101890685779362
"ufb1" 0.729452735636281 0.0606044064540391 0.3080233646962 0.191971478627882 0.119369727788407
"ufb2" 0.643477381416786 0.040794097322828 0.46690181465786 0.147975549456236 0.0897354526426691
"ufb3" 0.635544068497024 0.0836489240344667 0 0.147898531625468 0.0584712949347419
"ufb4" 0.739178800580044 0.0455510143291233 0.512733845027777 0.206969811352728 0.1218078275675
"ufb5" 0.633492938370421 0.0847155053987266 0 0.147593671049777 0.0653419056000691
"ufb6" 0.894319056927907 0.0340130171679394 0.810371215212827 0.214487183915391 0.102540401327875
"ufb7" 0.716839022057505 0.0316912910449336 0.676907288248344 0.192627252416708 0.0904882765338852
"ufb8" 0.654849107748983 0.0756352291568782 0.041686723520537 0.151817362861101 0.07282410917391
"ufb9" 0.666444397482955 0.0742593194129448 0.0627965074896382 0.158869159841802 0.0902912526520706
"ufb10" 0.717558184520779 0.0451327906802751 0.449302309360629 0.19753502938393 0.115958552697326
"ufb11" 0.737077417836693 0.0251073393044907 0.791573881975773 0.157598984392959 0.0740540815979498
"ufb12" 0.633967560823456 0.0241258356273252 0.71567151491597 0.147403365760194 0.0681563408706515
"ufb13" 0.635819214823156 0.0341963653046179 0.524031892956239 0.153525362874345 0.0870357551180102
