"quartet" "cluster" "phylo" "mutual" "shared"
"mb49" 0.896353279699336 0.0349133963840234 0.864595478577845 0.229380166283633 0.112557088159989
"mb50" 0.746233430806454 0.0752511749219767 0.281050720950031 0.209397243585879 0.142616593212842
"mb51" 0.886352312361281 0.040572283833685 0.781155062721539 0.260067780879472 0.128543176259636
"mb52" 0.968538713195202 0.0374504699837236 0.94788183566642 0.251494054396928 0.123810427882556
"mb53" 0.785851668674571 0.0467592486741816 0.552033914811602 0.218330824448178 0.131586601905176
"mb54" 0.839495891627804 0.0379518326457191 0.729088251310536 0.240462688035798 0.113368539647942
"mb55" 0.70015821483667 0.0862373706384828 0.0617136238014815 0.184790637768754 0.113849474213715
"mb56" 0.801913297058928 0.0489912640118866 0.557815900872382 0.233195070526477 0.137960568527495
"mb57" 0.718690890990543 0.0642268745877729 0.280986338326753 0.193646238548776 0.120567951102292
"mb58" 0.836695532375517 0.0399819626420712 0.715664053485816 0.251644972227706 0.12145400325994
"mb59" 0.796139386117502 0.0376518995778683 0.705286844065685 0.234821943682046 0.113646700292544
"mb60" 0.648921978062797 0.0888134925570797 0 0.167418785584731 0.0788375522326157
"mb61" 0.777322773807224 0.061072249146915 0.373137296384873 0.227351369289988 0.141865893818322
"mb62" 0.721249494300469 0.0763540845981927 0.187537740691261 0.198434255425233 0.132717414453809
"mb63" 0.652781267551509 0.0774731267831393 0.0514989228523876 0.16211254920999 0.0872422707670374
"mb64" 0.777912702479891 0.053772159860983 0.444855427166755 0.203864278393965 0.136108212140759
"mb65" 0.671419158202576 0.0974372784670401 0 0.174981429162398 0.0828354885647858
"mb66" 0.794517253817482 0.0342079939474388 0.781310288700515 0.223266980028742 0.106442271876844
"mb67" 0.907007492287351 0.0299741918885471 0.884138288358167 0.199139707807234 0.0953472446647813
"mb68" 0.70758553197712 0.0775268152901999 0.176135185649168 0.199934439701635 0.1245717547664
"mb69" 0.881551484230056 0.0362942738348532 0.810459999374588 0.235314714352144 0.113906915090447
"mb70" 0.856254256526674 0.0419683745054668 0.739511884177252 0.265568076003979 0.128599865825817
"mb71" 0.775082253966932 0.0587453083386022 0.477680700612646 0.230016425703624 0.154763914246395
"mb72" 0.850378320123936 0.0451473105478963 0.654568379061199 0.21389573062735 0.128724022432683
"mb73" 0.802653772630159 0.0332797143089316 0.757743693839804 0.216368603584984 0.100855991288662
"mb74" 0.844725935438678 0.0348650226634715 0.770731429854823 0.224015782062698 0.107643669300321
"mb75" 0.709079029219195 0.0802966363794057 0.113810486156638 0.190424772761499 0.119690255925487
"mb76" 0.672556103557348 0.0674270271322126 0.16530093717863 0.172776101265009 0.0995078902135582
"mb77" 0.809679886376052 0.0354593428386666 0.734151022918681 0.230170594088504 0.109652827985287
"mb78" 0.747204786190663 0.0617125202499042 0.328401310549933 0.203681917035439 0.134321671417958
"mb79" 0.750981388825947 0.0622792170724721 0.354682120282381 0.210450423589589 0.146070599142705
"mb80" 0.764942362096123 0.0556554782930353 0.48941521108451 0.193864366876898 0.132023997257975
"mb81" 0.712220671036695 0.0693638979806742 0.206899515816046 0.197668914147983 0.122029521017747
"mb82" 0.708313597964017 0.0725038596594961 0.207120922093298 0.197022588591645 0.119064245872218
"mb83" 0.776348932785364 0.0286511526645179 0.74731459326754 0.181892472428525 0.0851699763740973
"mb84" 0.840175695461201 0.0355611382635328 0.770834135699977 0.229034821735565 0.109588302911778
"mb85" 0.647111073513239 0.0913156085554241 0 0.159399762518661 0.0675583882737538
"mb86" 0.774650121405127 0.0500212683964022 0.53541324300834 0.195954407968759 0.124624642697347
"mb87" 0.922756556256914 0.0328938390711166 0.874916405599407 0.215115590403349 0.104055177860253
"mb88" 0.708673867213446 0.0569320335801551 0.333211549962265 0.188237021094153 0.126477686046967
"mb89" 0.639366778817557 0.0851232210643908 0 0.159648420072972 0.0736096376563802
"mb90" 0.67604960577794 0.0749881510100003 0.103189503073736 0.179503619521902 0.0992214286199899
"mb91" 0.72745179554183 0.0525099114822885 0.375890703715046 0.201056031119173 0.128753214449306
"mb92" 0.777320341281827 0.0561205246249788 0.480434107942819 0.223847536045996 0.14427285155282
"mb93" 0.668502088400854 0.0775707370559407 0.0722818985906926 0.170630051845637 0.0962689500638758
"mb94" 0.67290839146461 0.0818138155030816 0.0209062997416475 0.170788573634088 0.0879533833215755
"mb95" 0.810040026684456 0.0340885226818906 0.71866461844382 0.214222236315309 0.100807013540754
"mb96" 0.657438417438417 0.0677112134907889 0.155047312653651 0.163713879291283 0.0895735783811469
"mb97" 0.65655154430484 0.0805703174791145 0.0211205309308982 0.165960891965972 0.0842738646728508
"mb98" 0.673604414483671 0.0819558241448163 0.0519539294141947 0.17274823640052 0.0894761424976802
"mb99" 0.695838181420943 0.0746785905417033 0.135586766831088 0.182851078699036 0.118545292344115
"mb100" 0.71841409603574 0.0642989758329484 0.291492128813646 0.190913352619947 0.128867752330429
"mb101" 0.732007937939744 0.0585044300960868 0.395625696140849 0.194286610004444 0.131510067442283
"mb102" 0.629294590033816 0.0738161447813177 0.0415660848458939 0.150322536400523 0.0754478441386735
"mb103" 0.751210495650252 0.0477185558842307 0.51856146800141 0.222424561462852 0.133577276149088
"mb104" 0.639393079093908 0.0889301391129536 0 0.154559002892345 0.0624356515654999
"mb105" 0.845728298641377 0.0553278003834896 0.635433320563219 0.225527594088913 0.155174959415143
"mb106" 0.629825818602156 0.0868433477284379 0 0.151393225958408 0.0623023854023897
"mb107" 0.623172922837858 0.0365453108242063 0.489605624710048 0.168143213653781 0.091986845367578
"mb108" 0.794124468496328 0.0270444347207842 0.799885845523553 0.176602311555314 0.081877673022179
"mb109" 0.784031971135777 0.0486776818745605 0.545976599634637 0.19144644646028 0.12085583606763
"mb110" 0.723014969797776 0.0233533986715579 0.716236035604058 0.153847264462476 0.0724750713088982
"mb111" 0.636036439294092 0.0755365401920767 0.0417502029183006 0.154733668143271 0.0799547257843397
"mb112" 0.68715068890058 0.0641868466498982 0.220617996904224 0.179919841080223 0.0992281311835004
"mb113" 0.622429813484682 0.0742232388985092 0.0316396701692428 0.148211969109595 0.077772309138285
"mb114" 0.633222536975615 0.0876759887074189 0 0.152404899040171 0.0634004181970587
