"quartet" "cluster" "phylo" "mutual" "shared" "clusterNorm"
"mb49" 0.845377970921187 0.24301800890105 0.78134471102258 0.232225270578307 0.112505095777125 0.104349543063736
"mb50" 0.854459018271379 0.251329853088386 0.638198138052203 0.227324825137307 0.143967843346313 0.143675121652046
"mb51" 0.741767981148208 0.225463341780094 0.354837638642483 0.199902130129713 0.130948471262061 0.144162895032782
"mb52" 0.760300195298452 0.232287207054015 0.281461415068389 0.20243960520413 0.136933399628011 0.171893590274099
"mb53" 0.847167774558264 0.24009717624154 0.799916948396681 0.227974522739283 0.110298790312779 0.100416321892473
"mb54" 0.692336081806071 0.203946783228328 0.219095636549393 0.173677450811186 0.107518657847872 0.141320358999388
"mb55" 0.748295996980529 0.220326097569285 0.467214142520479 0.195178315723944 0.128376576748046 0.126624569280722
"mb56" 0.842328312484044 0.281761163375509 0.706392999676209 0.256993694528867 0.122500344010049 0.148028796187633
"mb57" 0.997208514032202 0.25635422677932 0.989573166613395 0.255669358178293 0.129119844920468 0.120128768695158
"mb58" 0.828093499700321 0.248649156854338 0.757979974013932 0.238079250382833 0.116032958025175 0.110532176607189
"mb59" 0.892876833167935 0.221846791755695 0.852545795383414 0.215859813044867 0.103445018011376 0.0787727352509423
"mb60" 0.797802833188783 0.218059710602215 0.749910104792128 0.202845867185265 0.0979347373267713 0.0748192351587207
"mb61" 0.770013446884805 0.238086893063718 0.364003633781985 0.211481277287455 0.156020164600745 0.173072722246483
"mb62" 0.742232732973474 0.252199589347624 0.292156242450779 0.213560733645385 0.139962526158075 0.18165022567656
"mb63" 0.893994873672647 0.208002797917997 0.89469039877446 0.203043927895063 0.0999919525279196 0.062414054928295
"mb64" 0.687542473383346 0.220905431359419 0.0835662079344796 0.176782127568812 0.0967192898106859 0.169842547404866
"mb65" 0.844086021505376 0.187324144162742 0.86313385348325 0.1817285890653 0.0860604392601599 0.03786359420352
"mb66" 0.813776188042923 0.230678761701543 0.604017101780083 0.209571986367552 0.130607787694792 0.12035594903425
"mb67" 0.800016380351768 0.238490980513876 0.56889981736919 0.21083073664952 0.126170402294768 0.128704937748767
"mb68" 0.84845885514954 0.231724536356358 0.770763771565337 0.219268645254203 0.105610536700034 0.0909872650122252
"mb69" 0.694287279321455 0.215391323507967 0.114069321629727 0.176425031012931 0.101703102605517 0.164069259938099
"mb70" 0.906950786402841 0.253034765175438 0.840493056642512 0.244336213909577 0.120222580326898 0.116201228360965
"mb71" 0.818105698665222 0.251079184262225 0.778792739449084 0.239961286110708 0.117322328528377 0.113390121956403
