"quartet" "cluster" "phylo" "mutual" "shared"
"mb49" 0.828909319346669 0.0459650386085055 0.656199475933123 0.217461846241032 0.129420033133912
"mb50" 0.851570497279241 0.0357711062401904 0.81052445326117 0.22739731680214 0.108497077106018
"mb51" 0.812236286919831 0.0277613119179106 0.812336060031992 0.17051269713594 0.0804518134281186
"mb52" 0.873805331991952 0.0338243599484989 0.840457147542437 0.220047990148747 0.105626233162552
"mb53" 0.815562798277267 0.0383103514054351 0.770787052681028 0.240697438614366 0.116269176543636
"mb54" 0.783231540287726 0.0455394234873434 0.572722661209052 0.212648065396719 0.121589248856986
"mb55" 0.616001833152796 0.0673596294918138 0.0409653046659268 0.140917569275449 0.0752006481327474
"mb56" 0.78726035868893 0.039269900637153 0.68748358408616 0.242343038907709 0.113888151537251
"mb57" 0.698600935098436 0.075640286219658 0.0733112147102284 0.180350144744595 0.102180372625678
"mb58" 0.718558713562519 0.0520434526143595 0.376058244497586 0.190722387158905 0.126483763494025
"mb59" 0.716835757680437 0.0541298643554687 0.405741949264918 0.175285368919772 0.118369280479016
"mb60" 0.937965128641293 0.03743888434723 0.874942070161229 0.240816369818643 0.117232544657135
"mb61" 0.906896551724138 0.0371384184335691 0.843664746833228 0.235287887269441 0.114351671782813
"mb62" 0.790077368392577 0.0363762777740063 0.720487344374995 0.231432538410177 0.111585896590433
"mb63" 0.840706647675333 0.0458278077360477 0.687303061042489 0.214934231605832 0.127390833800966
"mb64" 0.838166807790009 0.0363756877678847 0.791587238093127 0.228739060723589 0.110793288089733
"mb65" 0.721775394697647 0.0711121184346426 0.248121178510137 0.177368663613019 0.117444031759644
"mb66" 0.753601304623562 0.0578143546150348 0.412915398039958 0.220408640393938 0.143344978045021
"mb67" 0.705377190885354 0.0658194075420361 0.257386293373309 0.194748930519189 0.121174305284554
"mb68" 0.585194521157304 0.0746448210331728 0 0.132224544981781 0.0580367796376959
"mb69" 0.728303054737674 0.0675881136019865 0.300107948419436 0.180050721162036 0.126252510388431
"mb70" 0.98790413746326 0.0354562938627231 0.968722676671999 0.22982107278886 0.115309120850482
"mb71" 0.838681414960026 0.0359951190885177 0.747365937681559 0.229073872973317 0.106141882213109
"mb72" 0.799406213551055 0.0590823722840924 0.446139371735201 0.223880584646882 0.135636177256885
"mb73" 0.625324841465891 0.0807005484031205 0 0.150906120984553 0.0775772728736699
"mb74" 0.912309658183367 0.0393515804008564 0.831499732845417 0.252911593140674 0.122090613689607
"mb75" 0.64686703755635 0.0738609664350674 0.06261583585509 0.158627412077331 0.086302242183383
"mb76" 0.676042040327284 0.0724415556555244 0.146232180275026 0.175563177806588 0.119546202987298
"mb77" 0.742545416280026 0.0700834271256796 0.227047002108533 0.202859822993663 0.12278885198615
"mb78" 0.734147909967846 0.0349802885056599 0.620998184286841 0.204422601828507 0.0945881284040692
"mb79" 0.75978415842935 0.0640135034898042 0.278896815000214 0.207927560192949 0.126834410285889
"mb80" 0.666090826212587 0.0659408064508414 0.15375218674421 0.162992587422803 0.0870210834505863
"mb81" 0.740678261881217 0.0500657572707924 0.446690714808884 0.184491578049935 0.116070442305987
"mb82" 0.70494678984914 0.0343049483463201 0.645833017239779 0.210329212453065 0.0958206848872231
"mb83" 0.717882073369969 0.0286661120424567 0.72339611359702 0.176531843049888 0.0835757122268713
"mb84" 0.926631513295912 0.0372770622837057 0.860217165476335 0.244579091243438 0.117888348093912
"mb85" 0.684685087650635 0.0660533747088121 0.174215304141958 0.178521959681807 0.101273506398058
"mb86" 0.667177146902873 0.0728567693790057 0.052885439465809 0.164189875050065 0.0844831368055654
"mb87" 0.660485534458137 0.0571136715097077 0.209306121086408 0.164897072336396 0.114276128859808
"mb88" 0.827205929828639 0.0509216056155581 0.633256196635435 0.19648304987398 0.136607537031051
"mb89" 0.818748752743963 0.0413337869795545 0.684618608818789 0.19356066213516 0.114507836940452
"mb90" 0.733111420168259 0.0406580691185251 0.518506302885986 0.182436294794324 0.0990195090712314
"mb91" 0.648823756466684 0.0670693089026416 0.103587750383722 0.154724727815009 0.084744229575468
"mb92" 0.656724764656538 0.022136421875092 0.656823789888027 0.139150877862381 0.0630232567385157
"mb93" 0.624496813860976 0.071032575774629 0.0522639420927013 0.146369516153907 0.0743561454276356
"mb94" 0.577847222222222 0.0639828529301028 0.0201324116922907 0.123862118417749 0.0578921253445517
"mb95" 0.726088792941618 0.048284133051861 0.437329695608048 0.18080319367052 0.110018275415714
"mb96" 0.571345788293001 0.0638933581807782 0 0.122186486106805 0.0633755589000827
"mb97" 0.607502658139832 0.0685014464806946 0.0522592321628517 0.134602338178568 0.0642221031265332
"mb98" 0.710008029093657 0.0519870411360394 0.37627325818365 0.170805070243791 0.111689232610516
"mb99" 0.693702022825103 0.0705967533027333 0.208788951746548 0.168145823597782 0.106102201161024
"mb100" 0.556061366897986 0.0625442510721072 0 0.118939247949674 0.059974905448785
"mb101" 0.78224470218889 0.0270775871747085 0.770787052681028 0.165426088896823 0.0781687192362078
"mb102" 0.592265568338335 0.0673973289277267 0.0418039482781231 0.125597988774679 0.0565894486885228
"mb103" 0.722227344674442 0.0541104615982272 0.426883986151205 0.177523446521834 0.122532286644078
"mb104" 0.593072784853891 0.0638778904479687 0.0104630840464343 0.129397948210237 0.0580331783121213
"mb105" 0.66698013355974 0.0630394118181732 0.163734478072056 0.167196229557068 0.0858707726162374
"mb106" 0.861671249618087 0.0285881848479853 0.85414188474913 0.18038632127238 0.0872811879773163
"mb107" 0.828406231856009 0.0417169164123683 0.684558752248631 0.195682210486942 0.116245529416537
"mb108" 0.752854595026752 0.0470296803958637 0.473216952533326 0.214324917355322 0.117221706124084
"mb109" 0.618565718511263 0.0769287198225563 0 0.145650269575098 0.0711287823578378
"mb110" 0.681457686067071 0.0657538897646694 0.177293265409183 0.173283376381345 0.114922977336544
"mb111" 0.679972202447541 0.0368325022095427 0.47970602637243 0.140192937008615 0.0923141882527956
"mb112" 0.566164592586249 0.069879949425606 0 0.123017445741253 0.0517661732622016
"mb113" 0.571600885519191 0.0717973746071604 0 0.127680859208383 0.0585869823416077
"ufb1" 0.605987740071884 0.0768968121317526 0 0.141682759534596 0.0696495266198726
"ufb2" 0.687969338413887 0.0539358982110184 0.298352440394984 0.174888369439461 0.118074810056671
"ufb3" 0.555924623272239 0.0604202948513876 0.0417053386337084 0.117226092495263 0.0510371445921713
"ufb4" 0.562150306055862 0.0640480772322183 0.0104564990508019 0.117333882470339 0.051227030190366
"ufb5" 0.654103161356981 0.0656774514954768 0.113975051727473 0.162354197310614 0.0871719324439264
"ufb6" 0.587995311725195 0.0743927235549288 0 0.134089513841285 0.067171575326916
"ufb7" 0.696803395952063 0.0421789890388203 0.429005861393484 0.185034393686703 0.107146279248973
"ufb8" 0.566834103622029 0.070506159850936 0 0.126782298589602 0.0542157050694153
"ufb9" 0.615892047240559 0.0528372838726964 0.259558792512047 0.139956572424532 0.0863763327367166
"ufb10" 0.564622457353656 0.0607882400296025 0.0305931026673155 0.120280376202284 0.0554803919462164
"ufb11" 0.686379545842582 0.0432216179394583 0.374902744917808 0.188535983049755 0.0989834361918355
"ufb12" 0.704664654378867 0.0428715355051514 0.473719569149002 0.192296194508406 0.119640509033382
"ufb13" 0.697058140691851 0.0584245499936412 0.256474331348216 0.191660616124628 0.10934185091372
"ufb14" 0.640343151784743 0.0680756019998274 0.0940026806671734 0.155330422509745 0.0782469327113319
"ufb15" 0.603990662516674 0.0355353777930782 0.447715075105927 0.155421600456507 0.0726192833003001
"ufb16" 0.710521793061191 0.0714740738583835 0.10561328479095 0.183607948639211 0.0976146280240637
"ufb17" 0.578897794833043 0.0731696867215451 0 0.130223655448332 0.0627023220789623
"ufb18" 0.779842199032833 0.0461748164700916 0.508405560278866 0.209472392637055 0.123798074008129
"ufb19" 0.759130563359456 0.0278778857312141 0.766047837590786 0.178278136919456 0.0811841184096639
"ufb20" 0.611816093441615 0.0652380524645826 0.0409011794298487 0.143360489197929 0.0786657998120474
"ufb21" 0.654935671839843 0.0320878085238269 0.614451799514256 0.192857519990562 0.0882399625445073
"ufb22" 0.65364155827756 0.0522370903071665 0.260229103229714 0.159670824533839 0.0934128975511641
"ufb23" 0.800318077398834 0.0481276491075647 0.567922450800198 0.225497679928868 0.133067532866822
"ufb24" 0.679016513848414 0.0684409766207804 0.159675818888141 0.171206283998137 0.112742206557123
"ufb25" 0.565133679159615 0.0653497175920406 0.0104553843582758 0.115991340368717 0.0471007612076923
"ufb26" 0.5419065626235 0.0609347352838073 0.0202129861656292 0.111811721704876 0.0567465942302652
"ufb27" 0.650381978452498 0.0420111580988312 0.396838318422729 0.15018035822384 0.0858233284086709
"ufb28" 0.63490256706478 0.0456164968544729 0.333885366058109 0.13959236881383 0.0891007146746855
"ufb29" 0.734155100456178 0.0465065416554754 0.481795884643391 0.215223646494294 0.123489015443109
"ufb30" 0.605874940141644 0.0624476814649744 0.0721473160334888 0.14364942305898 0.0733141084727977
"ufb31" 0.697399051587872 0.034663969674224 0.583387145745004 0.153506736422957 0.0917503767655799
"ufb32" 0.641362878246366 0.0356957398321098 0.449892364447693 0.158041509968617 0.0772072460370471
"ufb33" 0.736149676054476 0.0324460449943973 0.687362385609055 0.150737595984393 0.0854423486681282
"ufb34" 0.610671302191171 0.0665906638367267 0.0836820541583668 0.146027624940598 0.0638406575899338
"ufb35" 0.521073451637432 0.0576050803238607 0.0410948056814755 0.10948563317667 0.0542910235333818
"ufb36" 0.584148690486996 0.0616769291901867 0.0723218887830998 0.128986348266104 0.0665962226860273
"ufb37" 0.56914818477186 0.037517669142609 0.374825466770903 0.126749369083101 0.0732897841453112
"ufb38" 0.705638600221292 0.0433140664263792 0.450012913557892 0.188096060065738 0.109400603870732
"ufb39" 0.556432051823687 0.0634039470495268 0.0104554326870695 0.112995450030272 0.0509052474265625
"ufb40" 0.620197126628801 0.0261727460334296 0.677160536589962 0.156842584354613 0.0704303346052918
"ufb41" 0.562588924891332 0.0692739405024883 0 0.122657440333929 0.0479732748708352
"ufb42" 0.57364102093799 0.0720107569039711 0 0.127210218394685 0.052629794770172
"ufb43" 0.719889258821704 0.0480467036130302 0.437329695608048 0.178460166398008 0.108066721060126
"ufb44" 0.601506754801807 0.0762649759194 0 0.138836804221749 0.0632847706839702
"ufb45" 0.562120484592097 0.0697788401385893 0 0.12380291218734 0.061103630546172
"ufb46" 0.655485553877348 0.0626743815938321 0.145222943919674 0.168148371453373 0.0843061320593003
"ufb47" 0.592348652827876 0.0683929930564895 0.0817902636449456 0.13415793479683 0.0769839390205008
"ufb48" 0.604700981664545 0.0677735874227047 0.0521364362905249 0.132134791938753 0.0617217138855852
"ufb49" 0.619768038917797 0.0766045781231321 0.0309657828393796 0.143881318974963 0.0819744980735837
"ufb50" 0.562403228672234 0.069102962631814 0 0.126801715321446 0.0573665239167755
"ufb51" 0.583521740671179 0.0445493106269405 0.291426690529415 0.120565259035595 0.0815981316729954
"ufb52" 0.690161946208176 0.0331752624217592 0.58949677938474 0.197257983367725 0.0877969307138153
"ufb53" 0.593702725747449 0.0648415315274027 0.0305518942851535 0.128982818682295 0.061707093247094
"ufb54" 0.77269800386349 0.0472179360736461 0.505380256264252 0.21563553311494 0.117913331022183
"ufb55" 0.53341565776278 0.0599711691250218 0.0202278193046665 0.109893132519335 0.0522639478803769
