"quartet" "cluster" "phylo" "mutual" "shared"
"mb49" 0.849548464780253 0.033940661599609 0.821002170654713 0.226816116116976 0.108894238627113
"mb50" 0.833678220382825 0.0381551046110362 0.739525260316392 0.24478644397009 0.118015313607399
"mb51" 0.674667268546808 0.0795263855231499 0.0626900704303472 0.181597227845013 0.106597985561282
"mb52" 0.80698164309359 0.0326411331345752 0.778872825288861 0.21215168122877 0.103378394544212
"mb53" 0.875999045687701 0.0330984310490628 0.833230438236936 0.216330101264962 0.105834441493177
"mb54" 0.760925211670547 0.0537035882622293 0.447665966581778 0.209331016322378 0.134468573472173
"mb55" 0.823793727659496 0.0653348238703438 0.458299449714948 0.253292265698275 0.167222810543136
"mb56" 0.778659034809653 0.0770504425311382 0.291626126130242 0.230334222120687 0.159001948753228
"mb57" 0.821948869111728 0.0336742261065736 0.757808152605936 0.217838127312585 0.104305791427507
"mb58" 0.641454990988432 0.0662422196108319 0.103236170839734 0.168038746222885 0.0941572465389372
"mb59" 0.708936609152288 0.0677824412446228 0.217562723900252 0.196382333566575 0.125290794717432
"mb60" 0.930845912845343 0.0356174305360124 0.88555249458156 0.236329584086306 0.115946728117286
"mb61" 0.830266908525525 0.0450195030131385 0.656362095606793 0.215339749959493 0.13458598696418
"mb62" 0.599049043204359 0.0754806213469674 0.0208814558881437 0.144000640068774 0.0600703372514898
"mb63" 0.878900984966304 0.0420211079546879 0.757913108908675 0.271525941645395 0.131257080399675
"mb64" 0.995650323861756 0.0415809072181375 0.979153804779617 0.281949854315189 0.142680594297738
"mb65" 0.728993450534299 0.0707071786768608 0.26974054287129 0.196078125028157 0.131594784559385
"mb66" 0.815141751348878 0.0481406245886954 0.583154844136592 0.229445977010053 0.135545363636787
"mb67" 0.665840401639609 0.0794028412927901 0.0723243531698391 0.17192050021331 0.0968146063576062
"mb68" 0.780802946699827 0.0582557349172222 0.489387362171024 0.203853743337786 0.146533372171887
"mb69" 0.914009363130466 0.0439435974313359 0.812538293873322 0.284789493815915 0.142055747748666
"mb70" 0.895510549415684 0.0396383679385108 0.760320105251186 0.248535301430428 0.122813153503524
"mb71" 0.858971814211989 0.038478615745256 0.79153804779617 0.250471661201233 0.123991844999581
"mb72" 0.819825569027866 0.027226162895408 0.843756236418307 0.1818767053082 0.087378316281506
"mb73" 0.719698740857019 0.0729246024369366 0.229182167632866 0.19147474383731 0.11810857666249
"mb74" 0.849580263834161 0.0383258089556914 0.75536098554912 0.246703964757273 0.118751433860627
"mb75" 0.72759828872664 0.0797601817609084 0.134729466771856 0.201684041836593 0.125193256017749
